"NUMQ","FET","CONTFET","DELICTE","VEHIMV","ONV","CONFADR","MUNI_FET","MUNI_FET_1A3","DISTRICTE_FET","BARRI_FET","BARRI_FET_TOTAMB","ONP","ESTACIO_FET","TRANSP_FET","TRANSP_LINIA_FET","TRANSP_ESTACIO_LINIA_FET","VAL_AFEC","NOT_AGRE_1A3","QUI01_AGRE","SIG","MOT_A","MOT_B","MOT_C","MOT_D","MOT_E","MOT_F","MOT_G","MOT_H","MOT_J","MOT_08","MOT_09","MOT_10","MOT_11","MOT_12","MOT_13","MOT_14","MOT_15","MOT_16","MOT_17","MOT_18","MOT_19","MOT_95","DISTRICTE_RES","SEXE","EDAT1699_1A4","NACIO_ACT_UE","NIVELLSOCIO_LLAR","HAB_PERS_1A4","AMBIT","CONSUM","I_ATRACCIO","PES"
202634,"INTENT/S D'ESTREBADA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","A UNA ESTACIÓ DE TREN, METRO, FGC, AEROPORT O TERMINAL-ESTACIÓ D'AUTOBUSOS (VESTÍBULS, ANDANES, ESCALES,...)","PASSEIG DE GRÀCIA (METRO, RENFE)",,,"PASSEIG DE GRÀCIA (METRO, RENFE)","5","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","SÍ","NO","NO","NO","NO","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 30 A 44 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","NO CONTESTA","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",0.533888821647057
202635,"INTENT/S D'ESTREBADA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","SANTS - MONTJUÏC","LA BORDETA","LA BORDETA","A UN CARRER AMB POCA GENT",,,,,"6","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","NO","NO","SÍ","NO","SÍ","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANTS-MONTJUÏC","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","TRES","SEGURETAT PERSONAL","NO","MATEIX DISTRICTE",1.28219731703972
202635,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","A UNA ESTACIÓ DE TREN, METRO, FGC, AEROPORT O TERMINAL-ESTACIÓ D'AUTOBUSOS (VESTÍBULS, ANDANES, ESCALES,...)","L1 - MERCAT NOU",,,"L1 - MERCAT NOU","5","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","NO","NO","SÍ","NO","SÍ","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANTS-MONTJUÏC","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","TRES","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",1.28219731703972
202635,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","SEGON CAS","SÍ",,,,"BARCELONA","BARCELONA","SANTS - MONTJUÏC","LA BORDETA","LA BORDETA","A UN CARRER AMB POCA GENT",,,,,"7","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","NO","NO","SÍ","NO","SÍ","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANTS-MONTJUÏC","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","TRES","SEGURETAT PERSONAL","NO","MATEIX DISTRICTE",1.28219731703972
202635,"INTIMIDACIONS, COACCIONS O AMENACES","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","SANTS - MONTJUÏC","LA BORDETA","LA BORDETA","A UN CARRER TRANSITAT",,,,,"6","SÍ","SÍ, ERA UN VEÍ/VEÏNA DEL BARRI","NO, NO HO VA DENUNCIAR","NO","NO","SÍ","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANTS-MONTJUÏC","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","TRES","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",1.28219731703972
202635,"INTIMIDACIONS, COACCIONS O AMENACES","SEGON CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SANTS-MONTJUÏC","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","TRES","SEGURETAT PERSONAL","SÍ",,1.28219731703972
202640,"ROBATORI/S D’OBJECTES DE L’INTERIOR DEL VEHICLE","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HORTA-GUINARDÓ","DONA","DE 30 A 44 ANYS","ALTRES UNIÓ EUROPEA","ALT","DUES","VEHICLE","SÍ",,0.82459321426317
202640,"ROBATORI/S D’ACCESSORIS O PARTS DEL VEHICLE","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HORTA-GUINARDÓ","DONA","DE 30 A 44 ANYS","ALTRES UNIÓ EUROPEA","ALT","DUES","VEHICLE","SÍ",,0.82459321426317
202640,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","LA BARCELONETA","LA BARCELONETA","A UNA PLATJA",,,,,"5","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","SÍ","SÍ","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","HORTA-GUINARDÓ","DONA","DE 30 A 44 ANYS","ALTRES UNIÓ EUROPEA","ALT","DUES","SEGURETAT PERSONAL","NO","ALTRES DISTRICTES",0.82459321426317
202640,"COBRAR INDEGUDAMENT INSPECCIONS DE SERVEIS","PRIMER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HORTA-GUINARDÓ","DONA","DE 30 A 44 ANYS","ALTRES UNIÓ EUROPEA","ALT","DUES","SEGURETAT PERSONAL","SÍ",,0.82459321426317
202640,"COBRAR INDEGUDAMENT INSPECCIONS DE SERVEIS","SEGON CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HORTA-GUINARDÓ","DONA","DE 30 A 44 ANYS","ALTRES UNIÓ EUROPEA","ALT","DUES","SEGURETAT PERSONAL","SÍ",,0.82459321426317
202640,"COBRAR INDEGUDAMENT INSPECCIONS DE SERVEIS","TERCER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HORTA-GUINARDÓ","DONA","DE 30 A 44 ANYS","ALTRES UNIÓ EUROPEA","ALT","DUES","SEGURETAT PERSONAL","SÍ",,0.82459321426317
202647,"ATRACAMENT AMB AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER TRANSITAT",,,,,"6","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 16 A 29 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",0.734224052744364
202647,"INTENT/S D'ATRACAMENT AMB AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER TRANSITAT",,,,,"6","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 16 A 29 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","NO","MATEIX DISTRICTE",0.734224052744364
202647,"INTENT/S D'ATRACAMENT AMB AMENACES O VIOLÈNCIA","SEGON CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER TRANSITAT",,,,,"6","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 16 A 29 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","NO","MATEIX DISTRICTE",0.734224052744364
202647,"ESTREBADA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER TRANSITAT",,,,,"6","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 16 A 29 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",0.734224052744364
202647,"INTENT/S D'ESTREBADA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER TRANSITAT",,,,,"6","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 16 A 29 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","NO","MATEIX DISTRICTE",0.734224052744364
202647,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER TRANSITAT",,,,,"6","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","SÍ","SÍ","SÍ","NO","NO","NO","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 16 A 29 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","NO","MATEIX DISTRICTE",0.734224052744364
202647,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","SEGON CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER TRANSITAT",,,,,"6","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 16 A 29 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","NO","MATEIX DISTRICTE",0.734224052744364
202647,"INTENT/S DE ROBATORI DEL TELÈFON MÒBIL","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER TRANSITAT",,,,,"6","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 16 A 29 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","NO","MATEIX DISTRICTE",0.734224052744364
202647,"INTIMIDACIONS, COACCIONS O AMENACES","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","DONA","DE 16 A 29 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ",,0.734224052744364
202647,"INTIMIDACIONS, COACCIONS O AMENACES","SEGON CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER TRANSITAT",,,,,"6","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","NO","NO","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 16 A 29 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",0.734224052744364
202647,"INTIMIDACIONS, COACCIONS O AMENACES","TERCER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","DONA","DE 16 A 29 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ",,0.734224052744364
202648,"ATRACAMENT AMB AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","SARRIÀ - SANT GERVASI","SARRIÀ","SARRIÀ","A UN CARRER AMB POCA GENT",,,,,"5","NO CONTESTA",,"NO CONTESTA",,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","SÍ","ALTRES DISTRICTES",0.488312946628406
202648,"ESTREBADA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER AMB POCA GENT",,,,,"3","NO CONTESTA",,"NO CONTESTA",,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",0.488312946628406
202648,"ESTREBADA","SEGON CAS","SÍ",,,,"BARCELONA","BARCELONA","EIXAMPLE","SANT ANTONI","SANT ANTONI","A UN CARRER TRANSITAT",,,,,"2","NO CONTESTA",,"NO CONTESTA",,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","SÍ","ALTRES DISTRICTES",0.488312946628406
202648,"ESTREBADA","TERCER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER AMB POCA GENT",,,,,"3","NO CONTESTA",,"NO CONTESTA",,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",0.488312946628406
202648,"INTENT/S D'ESTREBADA","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","NO",,0.488312946628406
202648,"INTENT/S D'ESTREBADA","SEGON CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","NO",,0.488312946628406
202648,"INTENT/S D'ESTREBADA","TERCER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","NO",,0.488312946628406
202648,"ROBATORI/S DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","EIXAMPLE","LA DRETA DE L'EIXAMPLE","LA DRETA DE L'EIXAMPLE","A UN CENTRE COMERCIAL, BOTIGA O MERCAT MUNICIPAL",,,,,"4","NO CONTESTA",,"NO CONTESTA",,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","SÍ","ALTRES DISTRICTES",0.488312946628406
202648,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","EIXAMPLE","SANT ANTONI","SANT ANTONI","A UN CARRER AMB POCA GENT",,,,,"3","NO CONTESTA",,"NO CONTESTA",,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","NO","ALTRES DISTRICTES",0.488312946628406
202648,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","SEGON CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER AMB POCA GENT",,,,,"3","NO CONTESTA",,"NO CONTESTA",,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","NO","MATEIX DISTRICTE",0.488312946628406
202648,"INTENT/S D'AGRESSIÓ FÍSICA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","SARRIÀ - SANT GERVASI","SARRIÀ","SARRIÀ","A UN CARRER AMB POCA GENT",,,,,"5","NO CONTESTA",,"NO CONTESTA",,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","NO","ALTRES DISTRICTES",0.488312946628406
202653,"ROBATORI/S D’ACCESSORIS O PARTS DEL VEHICLE","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HORTA-GUINARDÓ","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","TRES","VEHICLE","SÍ",,1.28120286436048
202656,"ROBATORI/S DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","A UNA ESTACIÓ DE TREN, METRO, FGC, AEROPORT O TERMINAL-ESTACIÓ D'AUTOBUSOS (VESTÍBULS, ANDANES, ESCALES,...)","L4 - BARCELONETA",,,"L4 - BARCELONETA","7","NO, I NO SAP QUI HO VA FER",,"NO HO SAP / NO HO RECORDA",,,,,,,,,,,,,,,,,,,,,,,"SANT ANDREU","HOME","DE 16 A 29 ANYS","ESPANYOLA","ALT","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",0.968464642475179
202656,"COBRAR INDEGUDAMENT INSPECCIONS DE SERVEIS","PRIMER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SANT ANDREU","HOME","DE 16 A 29 ANYS","ESPANYOLA","ALT","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ",,0.968464642475179
202657,"INTENT/S DE ROBATORI DEL VEHICLE SENCER O PARTS DEL VEHICLE","PRIMER CAS","SÍ","BICICLETA","AL CARRER",,"BARCELONA","BARCELONA","CIUTAT VELLA","SANT PERE, SANTA CATERINA I LA RIBERA","SANT PERE, SANTA CATERINA I LA RIBERA",,,,,,"10 = LI VA AFECTAR MOLTÍSSIM","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","NO","NO","SÍ","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANT MARTÍ","DONA","DE 30 A 44 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","TRES","VEHICLE","NO","ALTRES DISTRICTES",0.958423977092477
202657,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","DURANT EL TRAJECTE, DINS UN VAGÓ DE METRO, DE FGC, DE TRAMVIA, DE TREN O D'AUTOBÚS",,"METRO","METRO - NO RECORDA LA LÍNIA","METRO - NO RECORDA LA LÍNIA","10 = LI VA AFECTAR MOLTÍSSIM","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","NO","NO","SÍ","NO","SÍ","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANT MARTÍ","DONA","DE 30 A 44 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","TRES","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",0.958423977092477
202665,"ATRACAMENT AMB AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","SARRIÀ - SANT GERVASI","EL PUTXET I EL FARRÓ","EL PUTXET I EL FARRÓ","A UN CARRER AMB POCA GENT",,,,,"9","SÍ","NO EL/LA CONEIXIA","SÍ, HO VA DENUNCIAR I VA FIRMAR UN DOCUMENT",,,,,,,,,,,,,,,,,,,,,,,"GRÀCIA","DONA","DE 16 A 29 ANYS","ESPANYOLA","ALT","TRES","SEGURETAT PERSONAL","SÍ","ALTRES DISTRICTES",0.694725621473785
202665,"ESTREBADA","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GRÀCIA","DONA","DE 16 A 29 ANYS","ESPANYOLA","ALT","TRES","SEGURETAT PERSONAL","SÍ",,0.694725621473785
202665,"ROBATORI/S DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","EIXAMPLE","LA NOVA ESQUERRA DE L'EIXAMPLE","LA NOVA ESQUERRA DE L'EIXAMPLE","A UN PARC PÚBLIC",,,,,"2","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","NO","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","GRÀCIA","DONA","DE 16 A 29 ANYS","ESPANYOLA","ALT","TRES","SEGURETAT PERSONAL","SÍ","ALTRES DISTRICTES",0.694725621473785
202665,"ROBATORI/S DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","SEGON CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GRÀCIA","DONA","DE 16 A 29 ANYS","ESPANYOLA","ALT","TRES","SEGURETAT PERSONAL","SÍ",,0.694725621473785
202665,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","DURANT EL TRAJECTE, DINS UN VAGÓ DE METRO, DE FGC, DE TRAMVIA, DE TREN O D'AUTOBÚS",,"METRO","METRO - LÍNIA 3 (VERDA)","L3","5","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","NO","NO","NO","NO","SÍ","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","GRÀCIA","DONA","DE 16 A 29 ANYS","ESPANYOLA","ALT","TRES","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",0.694725621473785
202665,"ROBATORI/S DEL TELÈFON MÒBIL","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","SARRIÀ - SANT GERVASI","EL PUTXET I EL FARRÓ","EL PUTXET I EL FARRÓ","A UN CARRER TRANSITAT",,,,,"6","NO, I NO SAP QUI HO VA FER",,"NO CONTESTA",,,,,,,,,,,,,,,,,,,,,,,"GRÀCIA","DONA","DE 16 A 29 ANYS","ESPANYOLA","ALT","TRES","SEGURETAT PERSONAL","SÍ","ALTRES DISTRICTES",0.694725621473785
202665,"AGRESSIÓ O INTENT D'AGRESSIÓ SEXUAL","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","LES CORTS","LES CORTS","LES CORTS","A UNA PLAÇA",,,,,"8","SÍ","SÍ, ERA UN AMIC/GA, UN CONEGUT/DA","NO, NO HO VA DENUNCIAR","NO","SÍ","SÍ","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","GRÀCIA","DONA","DE 16 A 29 ANYS","ESPANYOLA","ALT","TRES","SEGURETAT PERSONAL","SÍ","ALTRES DISTRICTES",0.694725621473785
